POS,market,sec_code,sec_name,now_price,chg,所属行业,show_url,现价.前复权<br>2026.04.300#,收盘价.前复权<br>2026.04.30,开盘价.前复权<br>2026.04.30,最高价.前复权<br>2026.04.30,最低价.前复权<br>2026.04.30,涨跌幅(%).前复权<br>2026.04.30,涨跌(元).前复权<br>2026.04.30,振幅(%).前复权<br>2026.04.30,成交量(手)<br>2026.04.30,换手率(%)<br>2026.04.30,成交额(元)<br>2026.04.30,最新流通市值(元)<br>2026.04.30,自由流通市值(元)<br>2026.04.30,自由换手率(%)<br>2026.04.30,最新上市天数<br>2026.04.30,KDJ.K<br>2026.04.30,KDJ.D<br>2026.04.30,KDJ.J<br>2026.04.30,MACD.MACD<br>2026.04.30,MACD.DIF<br>2026.04.30,MACD.DEA<br>2026.04.30
1,0,300059,东方财富,20.36,0.49,@证券@,http://58.49.104.170:7615/site/stockinfo/index.html?stock=300059,20.36,20.36,20.25,20.95,20.19,0.49,0.10,3.75,3626369.00,2.72,7449063424.00,271556673536.00,252715171840.00,2.92,5887,62.19,61.77,63.02,0.28,-0.01,-0.15
