POS,market,sec_code,sec_name,now_price,chg,所属行业,show_url,现价.前复权<br>2026.04.300#,收盘价.前复权<br>2026.04.30,开盘价.前复权<br>2026.04.30,最高价.前复权<br>2026.04.30,最低价.前复权<br>2026.04.30,涨跌幅(%).前复权<br>2026.04.30,涨跌(元).前复权<br>2026.04.30,振幅(%).前复权<br>2026.04.30,成交量(手)<br>2026.04.30,换手率(%)<br>2026.04.30,自由流通市值(元)<br>2026.04.30,自由换手率(%)<br>2026.04.30,最新上市天数<br>2026.04.30,成交额(元)<br>2026.04.30,最新流通市值(元)<br>2026.04.30,市盈(动)<br>2026.04.30,PB(MRQ)<br>2026.04.30,最新总市值(元)<br>2026.04.30,主力净额<br>2026.04.30,KDJ.K<br>2026.04.30,KDJ.D<br>2026.04.30,KDJ.J<br>2026.04.30,MACD.MACD<br>2026.04.30,MACD.DIF<br>2026.04.30,MACD.DEA<br>2026.04.30
1,1,600519,贵州茅台,1384.79,-1.17,@酿酒@,http://58.49.104.170:7615/site/stockinfo/index.html?stock=600519,1384.79,1384.79,1400.00,1401.17,1380.00,-1.17,-16.38,1.51,52752.00,0.42,752131506176.00,0.97,9013,7316111872.00,1734131318784.00,15.91,6.40,1734131318784.00,-1271682304.00,12.03,20.25,-4.42,-10.65,-10.00,-4.68
