POS,market,sec_code,sec_name,now_price,chg,所属行业,show_url,涨跌幅(%).前复权<br>2026.04.28-2026.04.300#,涨跌(元).前复权<br>2026.04.28-2026.04.30,振幅(%).前复权<br>2026.04.28-2026.04.30,成交量(手)<br>2026.04.28-2026.04.30,换手率(%)<br>2026.04.28-2026.04.30,换手率<br>2026.04.28,换手率<br>2026.04.29,换手率<br>2026.04.30,成交量<br>2026.04.28,成交量<br>2026.04.29,成交量<br>2026.04.30,成交额<br>2026.04.28,成交额<br>2026.04.29,成交额<br>2026.04.30,量比<br>2026.04.28-2026.04.30
1,1,600519,贵州茅台,1384.79,-1.17,@酿酒@,http://58.49.104.170:7615/site/stockinfo/index.html?stock=600519,-1.31,-18.41,2.16,121570,0.97,0.27,0.28,0.42,34004,34813,52753,4772513792.00,4881691136.00,7316111872.00,1.12
