POS,market,sec_code,sec_name,now_price,chg,所属行业,show_url,现价.前复权<br>2026.04.300#,收盘价.前复权<br>2026.04.30,开盘价.前复权<br>2026.04.30,最高价.前复权<br>2026.04.30,最低价.前复权<br>2026.04.30,涨跌幅(%).前复权<br>2026.04.30,涨跌(元).前复权<br>2026.04.30,振幅(%).前复权<br>2026.04.30,成交量(手)<br>2026.04.30,换手率(%)<br>2026.04.30,自由流通市值(元)<br>2026.04.30,自由换手率(%)<br>2026.04.30,最新上市天数<br>2026.04.30,成交额(元)<br>2026.04.30,最新流通市值(元)<br>2026.04.30,市盈(动)<br>2026.04.30,PB(MRQ)<br>2026.04.30,最新总市值(元)<br>2026.04.30,KDJ.K<br>2026.04.30,KDJ.D<br>2026.04.30,KDJ.J<br>2026.04.30,MACD.MACD<br>2026.04.30,MACD.DIF<br>2026.04.30,MACD.DEA<br>2026.04.30
1,0,000001,平安银行,11.49,-0.26,@全国性银行@,http://58.49.104.170:7615/site/stockinfo/index.html?stock=000001,11.49,11.49,11.50,11.60,11.46,-0.26,-0.03,1.22,1139241.00,0.59,93763928064.00,1.40,12812,1312827776.00,222970347520.00,3.84,0.48,222974001152.00,73.15,58.34,102.79,0.09,0.10,0.06
