POS,market,sec_code,sec_name,now_price,chg,所属行业,show_url,涨跌幅(%).前复权<br>2026.04.28-2026.04.300#,涨跌(元).前复权<br>2026.04.28-2026.04.30,振幅(%).前复权<br>2026.04.28-2026.04.30,成交量(手)<br>2026.04.28-2026.04.30,换手率(%)<br>2026.04.28-2026.04.30,换手率<br>2026.04.28,换手率<br>2026.04.29,换手率<br>2026.04.30,成交量<br>2026.04.28,成交量<br>2026.04.29,成交量<br>2026.04.30,成交额<br>2026.04.28,成交额<br>2026.04.29,成交额<br>2026.04.30,量比<br>2026.04.28-2026.04.30
1,0,000001,平安银行,11.49,-0.26,@全国性银行@,http://58.49.104.170:7615/site/stockinfo/index.html?stock=000001,0.97,0.11,2.47,4191924,2.16,0.86,0.71,0.59,1674259,1378423,1139242,1908333952.00,1583294848.00,1312827776.00,0.74
