POS,market,sec_code,sec_name,now_price,chg,所属行业,show_url,涨跌幅(%).前复权<br>2026.04.28-2026.04.300#,涨跌(元).前复权<br>2026.04.28-2026.04.30,振幅(%).前复权<br>2026.04.28-2026.04.30,成交量(手)<br>2026.04.28-2026.04.30,换手率(%)<br>2026.04.28-2026.04.30,换手率<br>2026.04.28,换手率<br>2026.04.29,换手率<br>2026.04.30,成交量<br>2026.04.28,成交量<br>2026.04.29,成交量<br>2026.04.30,成交额<br>2026.04.28,成交额<br>2026.04.29,成交额<br>2026.04.30,量比<br>2026.04.28-2026.04.30
1,0,300059,东方财富,20.36,0.49,@证券@,http://58.49.104.170:7615/site/stockinfo/index.html?stock=300059,1.90,0.38,5.28,9600821,7.20,2.62,1.86,2.72,3494785,2479666,3626370,7072650752.00,4998154240.00,7449063424.00,1.47
