POS,market,sec_code,sec_name,now_price,chg,所属行业,show_url,现价.前复权<br>2026.04.300#,收盘价.前复权<br>2026.04.30,开盘价.前复权<br>2026.04.30,最高价.前复权<br>2026.04.30,最低价.前复权<br>2026.04.30,涨跌幅(%).前复权<br>2026.04.30,涨跌(元).前复权<br>2026.04.30,振幅(%).前复权<br>2026.04.30,成交量(手)<br>2026.04.30,换手率(%)<br>2026.04.30,成交额(元)<br>2026.04.30,最新流通市值(元)<br>2026.04.30,自由流通市值(元)<br>2026.04.30,自由换手率(%)<br>2026.04.30,最新上市天数<br>2026.04.30,KDJ.K<br>2026.04.30,KDJ.D<br>2026.04.30,KDJ.J<br>2026.04.30,MACD.MACD<br>2026.04.30,MACD.DIF<br>2026.04.30,MACD.DEA<br>2026.04.30
1,0,300308,中际旭创,857.50,1.48,@通信设备@,http://58.49.104.170:7615/site/stockinfo/index.html?stock=300308,857.50,857.50,863.66,874.65,845.00,1.48,12.50,3.51,212709.00,1.92,18256408576.00,950372139008.00,719007055872.00,2.54,5134,49.20,63.70,20.21,-2.91,65.56,67.01
